,Am,Ba,EE,Ex,Op,Pl,Sr,sr,Za,
OG5_129292,21,39,14,6,20,24,66,0,0,
OG5_142911,3,0,4,1,0,1,17,0,0,
OG5_135474,6,0,2,7,3,10,20,0,0,
OG5_129079,19,249,20,5,8,22,90,0,55,
OG5_131773,20,0,13,9,14,11,39,0,4,
OG5_129074,51,361,28,12,3,31,145,0,56,
OG5_131528,17,16,21,10,14,18,35,0,0,
OG5_132532,31,0,32,1,9,13,106,0,0,
OG5_130175,44,63,12,7,18,27,102,0,10,
OG5_140858,10,0,10,7,11,8,14,0,0,
OG5_138620,11,0,1,1,5,0,8,0,0,
OG5_129189,19,0,8,4,27,7,24,0,0,
OG5_134278,6,0,7,0,8,11,13,0,0,
OG5_134272,13,0,13,0,14,13,65,0,0,
OG5_134270,2,59,1,0,5,6,5,0,6,
OG5_129185,53,0,35,7,22,35,140,0,0,
OG5_132537,6,79,1,0,6,11,9,0,14,
OG5_130199,4,2,10,1,11,0,5,0,0,
OG5_128726,15,345,20,3,15,15,79,0,49,
OG5_138763,16,2,22,1,2,21,82,0,0,
OG5_129543,19,1,8,8,17,12,72,0,0,
OG5_127915,61,166,31,12,23,40,158,0,0,
OG5_127682,46,0,27,13,29,33,149,0,0,
OG5_130515,52,0,30,7,18,39,129,0,0,
OG5_127515,8,323,4,7,21,26,51,0,2,
OG5_129451,20,85,8,5,14,8,13,0,6,
OG5_130227,26,9,8,8,12,19,48,0,0,
OG5_139307,11,0,8,10,2,5,24,0,0,
OG5_139820,6,0,12,7,1,8,53,0,0,
OG5_132351,7,264,3,5,2,7,8,0,36,
OG5_135084,26,4,6,4,7,11,11,0,4,
OG5_136928,25,19,14,0,0,28,97,0,0,
OG5_126717,25,124,10,8,31,20,94,0,0,
OG5_130538,27,19,11,1,13,6,34,0,1,
OG5_126714,42,389,36,17,31,38,183,0,86,
OG5_126713,34,118,23,7,22,31,100,0,4,
OG5_126711,44,185,39,14,28,48,182,0,1,
OG5_133154,54,0,22,8,2,25,91,0,0,
OG5_133153,44,0,42,7,6,33,121,0,0,
OG5_154744,18,0,8,4,0,16,70,0,1,
OG5_130179,17,0,3,4,18,10,3,0,0,
OG5_141810,47,26,9,11,8,4,58,0,0,
OG5_130976,39,0,14,10,21,2,81,0,0,
OG5_172578,1,30,2,0,0,2,7,0,22,
OG5_136324,2,55,0,4,0,6,7,0,0,
OG5_129470,52,81,24,15,21,38,79,0,23,
OG5_136103,12,0,0,0,9,0,30,0,0,
OG5_129971,39,242,28,16,1,29,127,0,0,
OG5_133558,25,32,12,4,16,28,79,0,0,
OG5_129171,8,296,21,5,15,11,93,0,56,
OG5_140256,32,41,3,0,4,2,25,0,0,
OG5_133557,5,24,15,1,9,15,26,0,0,
OG5_149948,1,46,0,0,0,0,1,0,2,
OG5_133085,19,0,1,3,11,0,4,0,0,
OG5_133084,23,0,8,5,20,3,37,0,0,
OG5_133086,37,33,5,4,8,1,53,0,0,
OG5_128152,20,0,35,8,28,41,152,0,0,
OG5_127041,30,379,11,11,25,41,117,0,83,
OG5_144529,1,20,0,4,1,0,3,0,0,
OG5_132205,4,0,7,3,9,11,10,0,0,
OG5_133888,4,0,7,1,6,11,17,0,0,
OG5_148043,32,0,1,0,6,1,11,0,0,
OG5_132208,40,75,18,9,9,15,28,0,1,
OG5_128930,24,480,20,10,9,37,117,0,1,
OG5_127291,53,225,29,16,29,35,151,0,8,
OG5_144404,6,174,1,0,2,2,0,0,38,
OG5_127445,56,495,29,11,15,36,134,0,0,
OG5_127446,54,24,26,14,24,26,128,0,0,
OG5_140219,3,44,0,1,2,1,6,0,2,
OG5_140215,7,43,8,4,3,4,36,0,1,
OG5_140212,2,12,4,0,7,2,10,0,0,
OG5_140210,12,4,16,2,5,10,38,0,87,
OG5_129856,10,0,9,6,20,22,59,0,0,
OG5_132599,2,316,7,0,10,4,12,0,0,
OG5_127621,14,512,29,7,20,35,91,0,0,
OG5_132596,7,0,5,5,12,25,17,0,0,
OG5_130992,10,0,4,1,7,9,12,0,0,
OG5_140527,47,127,4,0,2,9,17,0,6,
OG5_129853,41,86,20,7,21,21,109,0,9,
OG5_145002,11,0,2,0,7,1,1,0,0,
OG5_140523,6,79,16,0,0,5,53,0,0,
OG5_163799,15,0,3,2,3,1,40,0,0,
OG5_135647,1,0,4,0,1,12,10,0,0,
OG5_132112,16,0,9,0,18,17,42,0,0,
OG5_128732,17,0,11,9,18,22,45,0,0,
OG5_132934,31,80,17,11,8,6,45,0,0,
OG5_132684,9,0,5,1,5,2,6,0,0,
OG5_128449,10,135,5,9,18,13,56,0,0,
OG5_131837,20,0,11,3,10,1,43,0,0,
OG5_129469,20,108,8,5,27,5,46,0,20,
OG5_128446,50,38,40,11,19,44,149,0,0,
OG5_171052,1,72,0,0,2,0,9,0,0,
OG5_141325,3,57,2,1,2,2,4,0,1,
OG5_140143,3,0,3,0,4,0,6,0,0,
OG5_141499,3,0,2,0,8,5,3,0,0,
OG5_127133,59,509,30,12,28,37,148,0,0,
OG5_131011,23,306,13,2,1,11,17,0,10,
OG5_131015,32,32,11,5,10,0,33,0,0,
OG5_131019,8,0,5,2,12,13,22,0,0,
OG5_128596,46,0,27,13,21,33,97,0,0,
OG5_128594,45,208,31,5,17,24,99,0,32,
OG5_128029,53,164,39,13,32,39,161,0,10,
OG5_128023,26,305,16,3,27,25,51,0,0,
OG5_129519,15,218,16,2,7,29,87,0,0,
OG5_147640,3,11,0,0,5,0,2,0,7,
OG5_129881,9,10,10,1,8,2,31,0,1,
OG5_139550,22,74,27,2,0,33,79,0,0,
OG5_128203,17,4,15,3,27,20,117,0,0,
OG5_127381,25,245,9,12,31,18,22,0,42,
OG5_128206,19,0,23,7,23,22,87,0,0,
OG5_163374,1,79,0,0,0,0,0,0,4,
OG5_131167,31,2,4,6,11,20,17,0,0,
OG5_135465,14,0,23,3,0,12,17,0,0,
OG5_127342,39,213,11,14,28,18,107,0,18,
OG5_130699,33,510,25,2,1,22,58,0,0,
OG5_129244,41,124,21,8,19,11,130,0,3,
OG5_129240,5,197,4,3,6,10,17,0,15,
OG5_135192,10,0,10,6,9,6,21,0,0,
OG5_129243,15,0,25,18,13,42,77,0,0,
OG5_130167,31,25,21,4,25,19,82,0,0,
OG5_130161,55,0,37,7,21,43,128,0,0,
OG5_126985,18,479,29,8,21,36,107,0,4,
OG5_130765,23,0,26,1,16,15,72,0,0,
OG5_130768,1,62,0,0,20,0,1,0,0,
OG5_129647,18,0,19,2,14,22,28,0,0,
OG5_139394,18,0,23,9,4,19,71,0,0,
OG5_138752,3,2,0,0,2,29,1,0,0,
OG5_127905,57,302,26,12,23,30,139,0,37,
OG5_127254,28,438,16,13,22,27,92,0,0,
OG5_181209,11,83,11,0,0,0,23,0,0,
OG5_152502,12,0,9,2,0,34,57,0,0,
OG5_130236,23,0,11,11,15,21,60,0,0,
OG5_136591,22,206,13,7,6,0,49,0,7,
OG5_152231,3,0,8,0,3,22,9,0,0,
OG5_144830,1,45,2,6,0,0,5,0,0,
OG5_141536,24,5,2,2,6,8,10,0,1,
OG5_139816,13,0,0,6,3,5,3,0,0,
OG5_169542,6,2,8,0,2,6,27,0,0,
OG5_130701,67,90,29,5,22,28,129,0,6,
OG5_147330,8,0,20,1,0,35,20,0,0,
OG5_130439,16,0,11,7,11,7,83,0,0,
OG5_127836,53,71,31,12,30,24,138,0,0,
OG5_127830,68,345,42,19,31,45,160,0,11,
OG5_130349,18,0,14,2,25,22,37,0,0,
OG5_130431,29,0,30,1,22,38,94,0,0,
OG5_130430,8,0,5,1,21,1,15,0,0,
OG5_130343,14,357,5,0,0,8,21,0,85,
OG5_130341,13,0,31,13,10,36,96,0,0,
OG5_127099,80,493,41,20,41,51,215,0,2,
OG5_137355,2,48,12,1,3,19,29,0,29,
OG5_137356,24,102,15,2,4,17,40,0,7,
OG5_142879,10,0,20,3,6,18,25,0,0,
OG5_142376,34,4,7,2,1,6,50,0,0,
OG5_132092,12,0,26,1,9,20,36,0,0,
OG5_126997,63,304,19,3,19,31,61,0,81,
OG5_146899,3,1,6,8,0,8,9,0,0,
OG5_132322,20,0,3,4,16,14,32,0,0,
OG5_142744,28,0,8,1,3,6,3,0,0,
OG5_149970,32,1,8,3,5,7,24,0,0,
OG5_164898,3,4,0,1,0,0,0,0,0,
OG5_142820,18,0,12,3,1,5,36,0,0,
OG5_133529,19,22,33,4,7,7,82,0,2,
OG5_144652,1,63,0,0,2,0,3,0,3,
OG5_139978,20,0,1,6,1,1,7,0,0,
OG5_129299,56,129,21,16,27,14,142,0,25,
OG5_127052,37,297,8,11,25,27,64,0,63,
OG5_127584,67,86,21,7,30,31,146,0,1,
OG5_127581,31,0,24,3,28,29,99,0,0,
OG5_127583,19,15,1,1,21,9,44,0,0,
OG5_132562,4,12,1,1,8,1,3,0,4,
OG5_127588,35,149,33,10,18,36,138,0,21,
OG5_132214,2,100,3,4,6,1,6,0,6,
OG5_131904,13,0,5,5,8,19,34,0,0,
OG5_128904,28,222,26,5,22,32,109,0,2,
OG5_130793,16,117,19,5,13,19,90,0,23,
OG5_148034,31,23,7,6,1,21,36,0,0,
OG5_159081,7,8,0,0,3,0,1,0,0,
OG5_127458,19,480,28,1,13,29,71,0,78,
OG5_128698,45,0,33,12,34,13,146,0,0,
OG5_132852,14,0,6,2,7,11,17,0,0,
OG5_127630,23,10,12,9,25,23,77,0,31,
OG5_129071,56,140,19,15,21,15,98,0,14,
OG5_147253,6,34,21,1,2,37,89,0,0,
OG5_138304,13,0,8,6,0,3,32,0,0,
OG5_132459,1,89,9,1,4,11,20,0,7,
OG5_132454,29,0,7,5,0,9,82,0,0,
OG5_132456,20,0,20,2,8,0,31,0,0,
OG5_130873,20,121,7,7,12,2,41,0,4,
OG5_132452,6,197,3,0,15,17,30,0,13,
OG5_133987,9,350,5,0,0,9,2,0,15,
OG5_132922,16,197,7,1,2,0,22,0,35,
OG5_128474,47,159,15,9,24,25,101,0,4,
OG5_128475,15,24,10,10,23,19,60,0,0,
OG5_128471,47,172,24,8,15,16,124,0,0,
OG5_127126,13,520,10,8,23,29,92,0,0,
OG5_135586,2,98,2,2,12,1,17,0,3,
OG5_127129,25,281,21,11,20,25,114,0,38,
OG5_128400,27,0,27,9,25,42,76,0,0,
OG5_129870,8,0,10,0,21,29,41,0,0,
OG5_128871,34,110,22,4,15,14,101,0,0,
OG5_128876,48,20,9,3,23,5,60,0,1,
OG5_129503,66,0,38,10,30,31,59,0,0,
OG5_129178,3,24,15,1,10,21,42,0,0,
OG5_129899,32,32,17,2,22,28,47,0,0,
OG5_139562,19,20,10,3,11,10,23,0,1,
OG5_139566,15,0,2,0,4,0,10,0,0,
OG5_126860,27,193,33,10,23,45,143,0,4,
OG5_126862,80,402,43,22,37,43,213,0,76,
OG5_126864,59,187,37,15,33,49,183,0,0,
OG5_127283,39,256,33,12,20,37,140,0,29,
OG5_131170,60,47,10,4,8,10,52,0,5,
OG5_164407,2,11,2,1,0,3,22,0,0,
OG5_135107,2,5,5,8,5,11,19,0,0,
OG5_137477,35,0,7,3,3,5,10,0,0,
OG5_129472,14,238,2,5,0,0,39,0,5,
OG5_135108,14,3,18,4,4,7,69,0,1,
OG5_139360,15,0,2,0,2,0,1,0,0,
OG5_135453,2,136,9,4,8,20,31,0,32,
OG5_131753,4,90,7,12,4,15,31,0,65,
OG5_138367,8,0,0,1,3,0,12,0,0,
OG5_129029,16,0,15,7,20,9,90,0,0,
OG5_128300,30,0,16,6,17,30,108,0,0,
OG5_128304,32,463,26,2,17,39,111,0,80,
OG5_128305,29,480,12,7,1,27,92,0,1,
OG5_131350,7,0,8,4,11,17,25,0,0,
OG5_138569,15,32,26,0,4,14,62,0,7,
OG5_126991,38,361,32,7,28,35,161,0,10,
OG5_129658,11,174,16,6,10,18,102,0,38,
OG5_129655,31,32,9,3,25,22,73,0,1,
OG5_129654,2,328,2,4,6,4,19,0,5,
OG5_132028,31,95,2,5,16,4,55,0,21,
OG5_147362,6,27,3,2,0,0,11,0,0,
OG5_138188,2,0,0,0,1,0,0,0,0,
OG5_128051,62,136,44,17,35,45,204,0,5,
OG5_127934,30,516,18,8,20,24,125,0,0,
OG5_135328,10,54,9,4,5,9,32,0,29,
OG5_131379,22,0,20,2,14,21,74,0,0,
OG5_127384,51,0,37,19,14,45,165,0,0,
OG5_127938,24,0,20,3,24,33,88,0,0,
OG5_130536,15,0,7,3,20,12,18,0,0,
OG5_129186,35,0,11,11,30,4,122,0,1,
OG5_131590,17,0,8,0,11,27,54,0,0,
OG5_152532,7,34,1,0,3,4,27,0,14,
OG5_131592,22,0,9,4,12,18,38,0,0,
OG5_131595,14,0,7,4,7,11,29,0,0,
OG5_137980,5,0,4,0,6,1,2,0,0,
OG5_165202,8,122,3,1,1,6,25,0,0,
OG5_137987,2,10,0,1,7,5,0,0,0,
OG5_155568,13,83,10,3,1,5,28,0,2,
OG5_136586,9,0,5,6,8,13,5,0,0,
OG5_136584,1,32,0,0,9,0,3,0,0,
OG5_155563,5,17,0,3,0,1,2,0,2,
OG5_136581,19,129,0,1,10,0,11,0,21,
OG5_143840,1,0,0,4,5,2,5,0,0,
OG5_128491,67,107,39,16,28,46,154,0,30,
OG5_127808,27,0,26,13,33,17,95,0,0,
OG5_147322,32,0,15,9,1,36,40,0,0,
OG5_127801,53,133,6,9,14,20,24,0,26,
OG5_127802,20,452,0,5,16,12,25,0,82,
OG5_136900,3,0,0,2,6,7,1,0,0,
OG5_136906,3,90,0,0,8,2,14,0,0,
OG5_130405,28,0,11,2,20,18,19,0,0,
OG5_130059,27,0,13,3,11,20,68,0,0,
OG5_137369,7,147,8,1,2,10,13,0,2,
OG5_132145,6,91,2,2,2,4,7,0,0,
OG5_140192,5,106,0,2,1,1,0,0,15,
OG5_128709,29,124,14,6,15,20,72,0,25,
OG5_137160,7,1,4,1,0,2,4,0,1,
OG5_133410,16,0,14,4,7,11,73,0,0,
OG5_144642,1,144,0,0,1,0,1,0,1,
OG5_128881,24,0,16,8,29,35,59,0,0,
OG5_143144,19,0,7,2,0,12,38,0,0,
OG5_135382,1,94,2,0,0,0,0,0,83,
OG5_144644,4,0,0,0,13,5,19,0,0,
OG5_145737,6,78,3,0,1,3,13,0,1,
OG5_126680,52,386,32,16,33,37,161,0,74,
OG5_127028,76,495,42,18,26,53,211,0,0,
OG5_126686,67,404,42,14,23,51,188,0,63,
OG5_150822,6,2,6,0,3,1,12,0,0,
OG5_127021,35,250,10,5,35,22,21,0,3,
OG5_136010,5,0,2,1,11,0,2,0,0,
OG5_128917,7,0,1,0,19,1,39,0,0,
OG5_134818,11,24,7,4,1,9,24,0,2,
OG5_133196,12,0,10,0,6,15,6,0,0,
OG5_133629,23,0,2,0,8,0,15,0,0,
OG5_133628,12,0,3,4,16,11,28,0,0,
OG5_133198,18,0,2,3,7,0,5,0,0,
OG5_141017,12,0,8,1,23,11,63,0,0,
OG5_141015,16,0,9,2,9,1,59,0,0,
OG5_132867,26,77,8,8,11,5,62,0,2,
OG5_128687,35,0,7,0,5,0,40,0,0,
OG5_128685,55,101,7,11,22,32,68,0,0,
OG5_128684,8,506,18,9,2,24,99,0,0,
OG5_128681,30,0,20,0,32,11,22,0,0,
OG5_127489,36,0,11,12,23,31,67,0,0,
OG5_127486,25,433,32,5,23,49,150,0,77,
OG5_132463,1,83,12,10,5,5,54,0,0,
OG5_132469,15,154,12,8,4,16,41,0,0,
OG5_127267,50,313,24,7,22,23,71,0,13,
OG5_133996,42,141,7,3,16,14,56,0,0,
OG5_133995,5,69,5,2,9,0,9,0,1,
OG5_133994,1,129,7,1,7,3,23,0,3,
OG5_127389,15,495,6,6,10,14,39,0,0,
OG5_128463,13,158,1,3,23,4,45,0,32,
OG5_128465,8,284,18,6,13,16,66,0,35,
OG5_127268,50,545,27,11,23,42,155,0,0,
OG5_128469,22,15,25,10,25,29,116,0,1,
OG5_127152,32,500,25,7,25,19,131,0,88,
OG5_128047,29,2,10,11,23,17,84,0,0,
OG5_141169,29,0,4,0,2,2,26,0,0,
OG5_139579,1,84,11,1,1,22,26,0,0,
OG5_128267,31,47,1,4,28,26,36,0,6,
OG5_126857,41,383,24,18,35,29,160,0,74,
OG5_135110,19,0,7,3,1,17,52,0,0,
OG5_135441,15,0,3,3,15,0,36,0,0,
OG5_135114,5,7,0,2,4,0,1,0,0,
OG5_129405,21,1,9,12,21,14,45,0,1,
OG5_131727,10,0,9,3,14,18,39,0,0,
OG5_131724,63,0,24,11,19,30,26,0,0,
OG5_135849,49,1,13,3,9,11,17,0,0,
OG5_129222,9,9,8,6,20,16,78,0,0,
OG5_129221,23,0,15,8,22,6,59,0,0,
OG5_132850,37,0,15,5,14,27,42,0,0,
OG5_146642,8,80,7,0,2,5,19,0,1,
OG5_130748,32,23,33,9,1,17,85,0,0,
OG5_130740,4,136,8,1,15,14,35,0,68,
OG5_160430,1,37,0,0,0,6,0,0,0,
OG5_130745,8,0,9,3,10,11,47,0,0,
OG5_131613,12,0,3,2,7,4,1,0,0,
OG5_131616,7,0,2,2,10,0,0,0,0,
OG5_134227,4,0,2,0,6,1,0,0,0,
OG5_135783,4,40,15,2,7,13,44,0,0,
OG5_134158,7,0,10,1,5,2,24,0,0,
OG5_131430,16,85,18,1,12,29,69,0,8,
OG5_134156,4,37,0,0,5,8,17,0,0,
OG5_129134,4,121,5,2,13,9,38,0,18,
OG5_130523,53,0,14,8,17,24,61,0,0,
OG5_130256,56,56,12,10,10,0,78,0,11,
OG5_140236,7,0,1,0,7,0,1,0,0,
OG5_130253,25,0,9,3,23,13,55,0,0,
OG5_138408,49,1,22,6,10,18,64,0,0,
OG5_155576,2,84,1,1,0,0,5,0,7,
OG5_130259,13,0,10,2,24,14,49,0,0,
OG5_142482,11,0,15,1,0,25,29,0,0,
OG5_127815,8,129,17,5,15,26,33,0,23,
OG5_136975,6,5,5,0,12,16,10,0,0,
OG5_132121,36,11,14,2,7,10,67,0,0,
OG5_128233,45,206,31,12,20,40,153,0,33,
OG5_152678,8,0,6,1,0,22,61,0,0,
OG5_128338,7,35,11,8,12,29,70,0,0,
OG5_132863,5,20,9,0,2,23,40,0,1,
OG5_128237,16,488,18,6,5,25,104,0,2,
OG5_126942,63,149,32,3,15,32,123,0,0,
OG5_136151,3,0,4,1,7,3,6,0,0,
OG5_136621,11,102,5,1,5,10,32,0,1,
OG5_136625,3,0,3,1,6,11,5,0,0,
OG5_139063,14,0,7,2,4,4,39,0,0,
OG5_166004,21,48,6,8,5,2,43,0,2,
OG5_133506,20,0,4,3,7,11,10,0,0,
OG5_144395,30,116,15,0,10,8,18,0,6,
OG5_127746,25,0,36,1,40,49,93,0,0,
OG5_126638,58,288,32,18,30,32,136,0,48,
OG5_127590,33,67,34,14,30,43,125,0,13,
OG5_135749,25,15,1,5,9,3,5,0,0,
OG5_171411,1,12,1,2,0,0,3,0,1,
OG5_164951,8,25,3,0,4,0,4,0,0,
OG5_131895,34,4,10,0,13,5,28,0,0,
OG5_140221,21,16,4,1,1,2,13,0,0,
OG5_136216,7,0,1,0,3,10,15,0,0,
OG5_133875,24,0,8,2,13,3,20,0,0,
OG5_133876,4,28,2,0,6,0,1,0,0,
OG5_127493,29,12,16,6,25,28,86,0,2,
OG5_127492,11,344,35,16,22,29,122,0,77,
OG5_127494,52,0,31,11,25,42,165,0,0,
OG5_127329,55,130,38,15,29,39,171,0,2,
OG5_132129,31,53,9,1,10,3,16,0,13,
OG5_142622,4,0,3,6,6,3,6,0,0,
OG5_133276,6,0,3,3,11,13,11,0,0,
OG5_142627,36,0,7,2,12,15,67,0,0,
OG5_133152,1,258,0,0,0,2,3,0,21,
OG5_132498,5,0,16,3,10,18,24,0,0,
OG5_128784,26,107,23,8,22,23,90,0,4,
OG5_128892,29,0,20,9,19,20,96,0,0,
OG5_135057,9,0,1,3,13,0,0,0,0,
OG5_144635,22,21,6,1,9,3,39,0,0,
OG5_132013,16,0,10,3,17,14,38,0,0,
OG5_128078,9,511,5,5,16,17,42,0,1,
OG5_129303,21,435,16,0,14,34,73,0,77,
OG5_131417,11,0,8,2,9,11,26,0,0,
OG5_129304,22,371,20,7,13,18,78,0,9,
OG5_135446,8,0,3,0,7,0,1,0,0,
OG5_128526,67,3,30,10,15,20,144,0,0,
OG5_139297,39,30,16,7,7,4,48,0,15,
OG5_131280,5,69,9,2,1,4,32,0,3,
OG5_145751,19,0,9,1,3,17,72,0,0,
OG5_129780,4,50,4,3,17,0,10,0,25,
OG5_144067,10,0,1,1,2,1,4,0,0,
OG5_135121,5,39,11,2,0,4,37,0,1,
OG5_129413,24,0,22,4,19,27,81,0,0,
OG5_132706,42,2,21,7,18,25,78,0,2,
OG5_131736,3,30,2,2,9,1,27,0,32,
OG5_131733,18,1,16,3,8,5,37,0,0,
OG5_128329,22,128,18,11,25,19,76,0,4,
OG5_128323,59,209,35,13,26,27,159,0,33,
OG5_130889,52,218,32,11,17,13,109,0,41,
OG5_130884,26,254,4,0,4,0,34,0,3,
OG5_131600,12,76,2,1,10,12,13,0,15,
OG5_134235,7,79,5,0,1,10,34,0,9,
OG5_131609,10,86,24,1,5,32,91,0,2,
OG5_129113,62,37,23,9,20,33,139,0,0,
OG5_135544,6,0,0,0,0,5,0,0,0,
OG5_138233,7,0,0,0,0,0,0,0,0,
OG5_178700,1,61,0,0,0,0,0,0,9,
OG5_129123,10,5,2,0,13,0,12,0,0,
OG5_139633,19,0,1,1,8,1,3,0,0,
OG5_130087,4,0,9,4,12,11,35,0,0,
OG5_181952,5,0,0,0,1,0,11,0,24,
OG5_134090,9,0,1,1,2,6,9,0,0,
OG5_134094,16,0,5,1,7,0,14,0,0,
OG5_128163,15,45,6,4,12,17,23,0,2,
OG5_134523,22,71,10,2,9,16,57,0,0,
OG5_134522,2,18,8,1,5,6,51,0,0,
OG5_134527,14,0,7,2,13,8,25,0,0,
OG5_130063,34,121,24,2,15,18,64,0,4,
OG5_132944,20,88,12,2,6,14,50,0,0,
OG5_134706,15,0,3,0,10,3,3,0,0,
OG5_134705,9,0,0,0,7,2,10,0,0,
OG5_136965,39,0,7,9,14,7,39,0,0,
OG5_130393,21,434,18,2,6,10,59,0,1,
OG5_127290,33,404,20,1,23,28,68,0,87,
OG5_130468,40,253,31,12,0,24,132,0,0,
OG5_137382,1,107,0,0,1,6,0,0,0,
OG5_144563,6,56,0,0,6,0,6,0,1,
OG5_128534,18,214,11,10,21,27,65,0,0,
OG5_147202,7,0,15,3,0,22,61,0,0,
OG5_142324,14,112,3,1,13,0,18,0,8,
OG5_130269,16,8,12,5,24,20,39,0,0,
OG5_141414,2,24,7,0,1,2,21,0,1,
OG5_130262,52,0,38,6,22,43,97,0,0,
OG5_136148,3,0,5,3,8,1,2,0,0,
OG5_140490,16,0,11,4,4,16,39,0,0,
OG5_136143,7,117,18,2,3,3,67,0,1,
OG5_132762,4,0,0,1,4,8,7,0,0,
OG5_132726,37,0,23,1,12,16,35,0,0,
OG5_127295,54,189,42,15,30,50,191,0,25,
OG5_152112,13,0,2,2,4,15,4,0,0,
OG5_134933,4,47,1,0,6,0,2,0,4,
OG5_136385,33,0,23,14,1,16,70,0,0,
OG5_127347,40,395,31,5,27,41,144,0,23,
OG5_133044,25,0,6,5,20,20,83,0,0,
OG5_133046,34,29,29,6,2,40,78,0,0,
OG5_129138,43,213,13,4,17,15,64,0,28,
OG5_130074,8,193,5,3,13,9,34,0,23,
OG5_158934,19,159,0,1,0,0,0,0,31,
OG5_163438,1,11,0,0,3,0,3,0,1,
OG5_128661,19,1,14,9,19,29,80,0,0,
OG5_131195,18,1,19,1,21,0,43,0,0,
OG5_128663,14,420,16,0,14,12,46,0,76,
OG5_127317,29,178,29,5,18,27,107,0,7,
OG5_129120,22,15,26,4,26,31,108,0,0,
OG5_137299,10,56,7,3,3,22,42,0,0,
OG5_127793,10,503,13,2,21,28,64,0,5,
OG5_127795,32,42,3,8,19,9,45,0,1,
OG5_133261,13,0,5,0,13,8,29,0,0,
OG5_128406,15,43,12,6,26,22,100,0,0,
OG5_128402,16,55,23,6,23,23,91,0,0,
OG5_127170,15,492,15,7,23,29,95,0,0,
OG5_127171,5,48,3,1,13,23,35,0,5,
OG5_141361,1,45,0,0,0,5,0,0,8,
OG5_127772,64,80,41,18,35,47,176,0,9,
OG5_127775,13,467,13,4,19,20,65,0,0,
OG5_128882,22,48,12,9,20,20,71,0,0,
OG5_135736,52,27,36,11,6,53,117,0,3,
OG5_168752,28,92,11,8,5,4,54,0,17,
OG5_150357,1,0,0,0,0,9,2,0,0,
OG5_144582,5,21,4,0,6,2,19,0,0,
OG5_132807,2,0,0,0,7,0,2,0,0,
OG5_128539,53,0,41,5,22,22,166,0,0,
OG5_128246,49,0,16,7,25,28,146,0,0,
OG5_126835,17,477,12,6,21,16,83,0,75,
OG5_128084,1,474,14,1,8,25,71,0,57,
OG5_149539,1,0,3,0,7,1,12,0,0,
OG5_129422,26,82,13,3,21,2,74,0,2,
OG5_129428,9,0,3,4,17,22,38,0,0,
OG5_131667,11,3,20,5,20,22,60,0,0,
OG5_129201,9,123,23,6,13,32,92,0,2,
OG5_129206,13,29,8,5,16,8,31,0,0,
OG5_128333,54,166,11,7,17,38,151,0,33,
OG5_128339,69,0,33,11,29,39,145,0,0,
OG5_131384,6,505,0,0,0,5,12,0,28,
OG5_126947,15,500,16,5,21,16,90,0,0,
OG5_149801,6,0,0,1,5,1,6,0,0,
OG5_130724,20,0,9,4,14,20,57,0,0,
OG5_130893,42,0,1,2,18,2,99,0,0,
OG5_130722,32,73,12,5,11,3,43,0,5,
OG5_131418,20,0,9,5,16,16,41,0,0,
OG5_170290,48,1,32,11,12,46,152,0,0,
OG5_138713,12,0,10,5,0,2,12,0,0,
OG5_130209,3,371,3,0,1,20,22,0,70,
OG5_129119,10,117,21,5,11,26,86,0,11,
OG5_159299,4,62,3,0,1,1,9,0,17,
OG5_127943,67,219,39,16,32,20,166,0,52,
OG5_130094,29,0,25,5,27,20,38,0,0,
OG5_135442,14,0,1,1,12,2,2,0,0,
OG5_130651,25,88,0,2,5,8,18,0,3,
OG5_131709,18,1,12,5,9,6,40,0,0,
OG5_131259,13,0,7,4,9,20,46,0,0,
OG5_131255,37,98,5,2,15,0,31,0,15,
OG5_130075,25,0,19,4,19,23,53,0,0,
OG5_164818,2,81,1,0,0,0,9,0,5,
OG5_138663,10,0,6,1,11,6,13,0,0,
OG5_133341,11,0,10,1,14,25,57,0,0,
OG5_130382,10,236,2,0,5,11,17,0,34,
OG5_128545,55,414,24,14,21,17,86,0,76,
OG5_131872,36,0,13,8,14,13,33,0,0,
OG5_127571,17,313,14,5,22,23,29,0,0,
OG5_144377,16,0,13,1,4,18,68,0,0,
OG5_131873,3,379,0,0,0,19,4,0,42,
OG5_133335,1,21,0,0,10,7,1,0,0,
OG5_131669,39,0,33,6,16,25,109,0,0,
OG5_152615,7,130,21,3,0,1,84,0,40,
OG5_144906,16,19,4,0,0,20,5,0,0,
OG5_131723,3,44,1,2,15,5,9,0,0,
OG5_134532,14,102,12,1,0,15,9,0,0,
OG5_127569,21,41,34,8,28,47,183,0,0,
OG5_143096,9,0,12,5,3,16,29,0,0,
OG5_130279,15,109,9,5,4,29,107,0,25,
OG5_137800,5,0,5,0,5,0,60,0,0,
OG5_161504,5,8,4,1,0,1,5,0,0,
OG5_130270,24,0,3,1,7,23,37,0,0,
OG5_129632,28,0,15,10,15,21,75,0,0,
OG5_143117,2,0,3,0,2,15,11,0,0,
OG5_129227,9,183,5,2,22,18,12,0,24,
OG5_142669,15,0,1,6,0,2,12,0,0,
OG5_133401,21,5,6,7,6,17,32,0,0,
OG5_132255,27,0,5,5,1,12,37,0,0,
OG5_146299,4,28,11,5,4,1,32,0,16,
